Category,Descript,DayOfWeek,PdDistrict,Resolution
LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE
FRAUD,"FORGERY, CREDIT CARD",Thursday,TARAVAL,NONE
ASSAULT,BATTERY,Friday,TARAVAL,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,RICHMOND,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,TARAVAL,NONE
LOITERING,REMAINING ON CAMPUS WITHOUT CONSENT,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,TARAVAL,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Tuesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE
MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,JUVENILE CITED
LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Friday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Friday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Friday,TARAVAL,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,TENDERLOIN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,TENDERLOIN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,PARK,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
ASSAULT,BATTERY,Monday,CENTRAL,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Monday,CENTRAL,"ARREST, CITED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,MISSION,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE
NON-CRIMINAL,AIDED CASE,Wednesday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Wednesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,PSYCHOPATHIC CASE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,RICHMOND,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,MISSION,UNFOUNDED
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,SOUTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,SOUTHERN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Friday,BAYVIEW,NONE
RUNAWAY,RUNAWAY,Saturday,PARK,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,NORTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,CENTRAL,NONE
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE
ASSAULT,BATTERY,Friday,MISSION,NONE
SUICIDE,SUICIDE BY STRANGULATION,Wednesday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Friday,TARAVAL,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,RICHMOND,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,RICHMOND,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,RICHMOND,"ARREST, BOOKED"
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,INGLESIDE,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE
FRAUD,FRAUDULENT CREDIT APPLICATION,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TARAVAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Wednesday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,NORTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,TARAVAL,JUVENILE ADMONISHED
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,BAYVIEW,"ARREST, BOOKED"
MISSING PERSON,MISSING JUVENILE,Wednesday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Wednesday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Wednesday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Wednesday,BAYVIEW,LOCATED
BAD CHECKS,"CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR",Saturday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,INGLESIDE,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Friday,INGLESIDE,NONE
ASSAULT,BATTERY,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TARAVAL,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Saturday,NORTHERN,NONE
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Tuesday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,INGLESIDE,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Friday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
ASSAULT,BATTERY,Tuesday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Thursday,BAYVIEW,NONE
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,TARAVAL,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TARAVAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE
VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Friday,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Monday,SOUTHERN,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Monday,RICHMOND,NONE
VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,PARK,NONE
ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,CENTRAL,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Tuesday,NORTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,BAYVIEW,NONE
ROBBERY,CARJACKING WITH BODILY FORCE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,NORTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,RICHMOND,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,CENTRAL,NONE
VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,UNFOUNDED
VEHICLE THEFT,STOLEN TRUCK,Thursday,TARAVAL,NONE
MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TENDERLOIN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,INGLESIDE,NONE
ASSAULT,BATTERY,Saturday,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,INGLESIDE,"ARREST, BOOKED"
FRAUD,"FALSE PRETENSES, PETTY THEFT",Tuesday,TARAVAL,NONE
ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Friday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE
ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Wednesday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,BAYVIEW,UNFOUNDED
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE
VEHICLE THEFT,STOLEN TRUCK,Thursday,PARK,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,CENTRAL,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,PARK,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
