Category,Descript,DayOfWeek,PdDistrict,Resolution
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Monday,SOUTHERN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Monday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,MISSION,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
ASSAULT,CHILD ABUSE (PHYSICAL),Monday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT BY PROSTITUTE,Monday,TENDERLOIN,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,MISSION,NONE
MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,LOCATED
MISSING PERSON,FOUND PERSON,Monday,TARAVAL,LOCATED
ASSAULT,BATTERY,Monday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,MISSION,JUVENILE CITED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,BAYVIEW,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,CENTRAL,"ARREST, BOOKED"
FRAUD,DEFRAUDING AN INNKEEPER,Monday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,MISSION,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED"
ARSON,ARSON OF A COMMERCIAL BUILDING,Tuesday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,CENTRAL,PSYCHOPATHIC CASE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Monday,RICHMOND,NONE
NON-CRIMINAL,AIDED CASE,Tuesday,CENTRAL,UNFOUNDED
ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Friday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,TARAVAL,"ARREST, CITED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE
MISSING PERSON,MISSING JUVENILE,Monday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Monday,PARK,LOCATED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,PSYCHOPATHIC CASE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Tuesday,INGLESIDE,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE
OTHER OFFENSES,INTOXICATED JUVENILE,Friday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE
RUNAWAY,RUNAWAY,Friday,BAYVIEW,NONE
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,"ARREST, BOOKED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION,"ARREST, BOOKED"
WEAPON LAWS,POSS OF LOADED FIREARM,Saturday,PARK,"ARREST, CITED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,PARK,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,MISSION,NONE
MISSING PERSON,FOUND PERSON,Saturday,RICHMOND,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TARAVAL,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Thursday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,RICHMOND,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,CENTRAL,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,CENTRAL,NONE
ROBBERY,CARJACKING WITH A GUN,Sunday,CENTRAL,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,CENTRAL,NONE
OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,MISSION,NONE
MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
NON-CRIMINAL,FIRE REPORT,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,PSYCHOPATHIC CASE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,TENDERLOIN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,BAYVIEW,NONE
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,LOCATED
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,NONE
TRESPASS,TRESPASSING,Sunday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,TENDERLOIN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,RICHMOND,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,RICHMOND,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,MISSION,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,RICHMOND,NONE
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE
ASSAULT,BATTERY,Sunday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Sunday,NORTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE
BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Friday,BAYVIEW,NONE
BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Friday,BAYVIEW,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,TENDERLOIN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Sunday,TENDERLOIN,"ARREST, BOOKED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Sunday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,MISSION,NONE
