Category,Descript,DayOfWeek,PdDistrict,Resolution
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,NONE
OTHER OFFENSES,FALSE REPORT OF BOMB,Wednesday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Wednesday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,INGLESIDE,NONE
NON-CRIMINAL,FIRE REPORT,Wednesday,TARAVAL,UNFOUNDED
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE
ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,NORTHERN,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,NORTHERN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED"
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TARAVAL,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Wednesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO ADULT AUTHORITY,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,SOUTHERN,UNFOUNDED
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE
FRAUD,"FALSE PRETENSES, GRAND THEFT",Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TENDERLOIN,PSYCHOPATHIC CASE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TARAVAL,"ARREST, CITED"
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Monday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,SOUTHERN,JUVENILE BOOKED
NON-CRIMINAL,FOUND PROPERTY,Wednesday,TENDERLOIN,NONE
MISSING PERSON,MISSING JUVENILE,Wednesday,TARAVAL,LOCATED
MISSING PERSON,FOUND PERSON,Wednesday,TARAVAL,LOCATED
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,MISSION,NONE
WARRANTS,ENROUTE TO PROBATION OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED"
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,CENTRAL,"ARREST, BOOKED"
ASSAULT,BATTERY,Wednesday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,INGLESIDE,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Wednesday,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,INGLESIDE,NONE
ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,TARAVAL,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TAMPERING WITH A VEHICLE,Wednesday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,MISSION,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TARAVAL,"ARREST, CITED"
MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,NONE
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,SOUTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY, BODILY FORCE",Thursday,INGLESIDE,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,"ARREST, CITED"
ASSAULT,BATTERY,Thursday,MISSION,NONE
WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,MISSION,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,CENTRAL,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Thursday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO ADULT AUTHORITY,Thursday,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Thursday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,BAYVIEW,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,SOUTHERN,NONE
OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Wednesday,SOUTHERN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,PARK,PSYCHOPATHIC CASE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,RICHMOND,NONE
ASSAULT,CHILD ABUSE (PHYSICAL),Thursday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE
WEAPON LAWS,POSS OF LOADED FIREARM,Thursday,BAYVIEW,JUVENILE BOOKED
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,SOUTHERN,NONE
ASSAULT,BATTERY,Thursday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Thursday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,RICHMOND,JUVENILE CITED
OTHER OFFENSES,BEYOND PARENTAL CONTROL,Thursday,RICHMOND,JUVENILE CITED
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,TARAVAL,"ARREST, BOOKED"
MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,SOUTHERN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,"ARREST, CITED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,"ARREST, CITED"
ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED"
ASSAULT,THREATS AGAINST LIFE,Thursday,CENTRAL,NONE
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,SOUTHERN,NONE
OTHER OFFENSES,RESISTING ARREST,Thursday,SOUTHERN,NONE
ASSAULT,BATTERY,Thursday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Thursday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN,"ARREST, BOOKED"
FRAUD,FALSE ID TO PEACE OFFICER,Thursday,NORTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,NONE
WARRANTS,ENROUTE TO ADULT AUTHORITY,Thursday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,NORTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Thursday,RICHMOND,"ARREST, BOOKED"
ASSAULT,BATTERY OF A POLICE OFFICER,Thursday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Thursday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Thursday,TARAVAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,TARAVAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Monday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,TARAVAL,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,UNFOUNDED
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,SOUTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Thursday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,NORTHERN,NONE
